short_name,age,height_cm,weight_kg,overall,potential,pace,shooting,passing,dribbling,defending,physic,player_positions,position_category
M. Rodríguez,26,170,68,69,69,86,63,61,72,47,55,"LM, LW",MIDFIELDER
Á. Zaldívar,27,178,78,69,70,76,67,63,70,43,70,"ST, LM",ATTACKER
J. Pereyra Díaz,30,180,80,69,69,76,56,61,71,49,65,"RM, LM, ST",MIDFIELDER
A. Hughes,29,190,81,69,69,66,36,59,60,69,74,"CB, LWB, LB",DEFENDER
F. Milo,29,180,72,69,69,79,60,64,73,63,73,"LB, LM, CB",DEFENDER
D. Rosero,27,183,83,69,71,63,38,52,56,68,79,CB,DEFENDER
H. Orzán,33,177,74,69,69,84,50,68,70,58,73,"CM, CAM",MIDFIELDER
J. Garro,28,179,71,69,69,72,64,60,70,26,62,"LM, ST, RM",MIDFIELDER
F. Cerro,33,179,75,69,69,67,60,65,70,65,79,"CM, CDM",MIDFIELDER
L. Melano,28,185,72,69,69,81,67,61,68,33,67,"RM, LM, ST",MIDFIELDER
M. Meli,29,178,70,69,69,74,61,66,67,66,75,"CM, RM",MIDFIELDER
M. Hofmann,27,183,70,69,71,61,39,51,51,68,74,CB,DEFENDER
S. Hogan,29,180,64,69,69,80,65,52,68,30,60,ST,ATTACKER
C. Elder,26,180,67,69,71,73,41,61,63,64,68,LB,DEFENDER
A. Boljević,25,183,79,69,71,78,64,64,70,32,61,RW,ATTACKER
G. Engvall,25,184,85,69,73,74,67,58,69,31,73,"ST, RW, CAM",ATTACKER
G. Rea,26,184,73,69,72,63,32,54,61,71,76,"CDM, CB",MIDFIELDER
Willie,28,169,66,69,69,85,68,61,81,35,45,"ST, CAM",ATTACKER
W. Mendieta,32,179,77,69,69,65,68,68,70,31,62,"CAM, RM",ATTACKER
R. Emond,29,186,73,69,69,58,71,56,62,27,66,ST,ATTACKER
M. Dal Hende,30,181,75,69,69,78,60,61,64,64,79,"LWB, LM, LB",DEFENDER
L. Dos Santos,28,177,70,69,69,54,48,63,65,68,63,"RWB, RB, LWB",DEFENDER
F. Carrizo,30,174,70,69,69,88,62,66,69,46,64,"LM, RM, ST",MIDFIELDER
G. Dewaele,25,182,72,69,73,71,61,60,57,65,70,"RB, RM",DEFENDER
H. Cornick,26,180,84,69,70,86,65,58,69,36,61,"RW, ST",ATTACKER
F. Kaufmann,28,181,72,69,69,85,61,61,71,52,71,"RW, ST",ATTACKER
Marco Sangalli,29,179,66,69,69,73,72,67,68,53,65,"RM, CM",MIDFIELDER
Cláudio Winck,27,184,77,69,70,65,59,61,65,67,72,RB,DEFENDER
H. Cummings,29,183,94,69,70,53,29,51,55,67,82,CB,DEFENDER
R. Blackburn,31,180,76,69,69,65,70,44,67,25,60,ST,ATTACKER
G. Sandoval,25,170,65,69,72,76,63,67,69,54,54,"LM, RM",MIDFIELDER
D. Cerén,31,177,73,69,69,47,57,63,63,66,70,"CDM, CM",MIDFIELDER
A. Moutari,27,170,70,69,69,88,63,60,68,49,63,"RM, LM, ST",MIDFIELDER
R. Hedges,25,185,65,69,70,82,63,63,72,39,58,"RW, RM, CF",ATTACKER
A. Appindangoye,29,184,85,69,69,60,45,55,53,71,76,CB,DEFENDER
Kim Min Woo,31,174,66,69,69,78,64,67,72,59,73,"CM, LM, LB",MIDFIELDER
Cafú,28,185,82,69,70,69,69,63,67,64,81,"CDM, CAM",MIDFIELDER
A. Zapata,26,175,74,69,71,77,64,65,70,31,63,"CAM, CM, LM",ATTACKER
C. Pinares,30,176,75,69,69,72,66,68,71,35,66,"CAM, CM, LM",ATTACKER
E. Palmer-Brown,24,187,88,69,77,67,30,50,51,68,75,CB,DEFENDER
E. Ofori,26,172,70,69,69,69,57,66,73,63,69,"CM, CDM",MIDFIELDER
C. Aquino,29,178,73,69,69,72,67,67,70,37,67,"CAM, RM, LM",ATTACKER
A. Barberis,27,177,72,69,72,67,46,67,65,61,67,"CDM, CM",MIDFIELDER
G. Piovi,26,180,70,69,72,71,53,64,67,67,79,"CB, LB, LWB",DEFENDER
Janio Bikel,26,174,70,69,73,70,43,56,68,66,73,"CDM, CM",MIDFIELDER
F. Avenatti,28,197,92,69,69,49,67,66,66,44,76,"ST, CAM",ATTACKER
V. Hoff,25,181,74,69,73,69,56,67,69,67,70,CM,MIDFIELDER
C. Mahoney,24,175,67,69,74,76,63,63,72,38,47,"RW, LW",ATTACKER
P. Bochniewicz,25,194,85,69,74,37,24,52,49,70,77,CB,DEFENDER
Iván Rodríguez,25,180,70,69,74,75,50,58,65,64,66,"RB, LB",DEFENDER
Mula,24,178,70,69,72,73,60,65,70,38,64,"LM, RM",MIDFIELDER
G. Campi,30,193,88,69,69,41,46,61,61,69,77,CB,DEFENDER
P. Olsen,27,185,79,69,70,63,62,67,69,57,74,"CM, CDM",MIDFIELDER
M. Bălașa,26,186,78,69,71,68,51,56,53,68,75,CB,DEFENDER
Luismi,29,180,73,69,69,54,39,59,61,67,74,"CDM, CM, CB",MIDFIELDER
Léo Bonatini,27,185,82,69,69,67,68,65,68,34,68,ST,ATTACKER
C. Starfelt,26,185,81,69,73,70,28,52,63,69,76,CB,DEFENDER
M. Maertens,26,182,77,69,71,75,67,66,68,63,67,"CM, LM, RM",MIDFIELDER
A. Al Sulayhim,27,171,61,69,70,73,60,67,75,58,64,"CM, CDM",MIDFIELDER
G. Moncini,25,183,75,69,73,74,69,56,67,37,65,ST,ATTACKER
D. Hyam,25,188,70,69,74,50,32,53,57,70,72,CB,DEFENDER
D. Villalpando,29,172,67,69,69,67,65,71,71,51,62,"CM, CDM",MIDFIELDER
Nano Mesa,26,178,76,69,71,76,67,59,73,30,66,"ST, LM",ATTACKER
Lee Chang Min,27,179,77,69,69,67,64,68,64,59,73,CM,MIDFIELDER
S. Nilsen,29,184,78,69,69,57,53,62,63,67,78,"CDM, CM, CB",MIDFIELDER
Choi Kyoung Rok,26,176,68,69,70,67,61,62,73,33,52,"CAM, CM, RM",ATTACKER
P. Twumasi,27,176,67,69,69,77,66,63,71,31,57,"LM, ST, CAM",MIDFIELDER
Liu Binbin,28,177,72,69,69,79,66,64,69,44,63,"LM, RM",MIDFIELDER
J. Onomah,24,185,70,69,76,67,64,65,75,59,68,"CM, CAM",MIDFIELDER
B. Carvallo,24,164,61,69,72,79,61,64,75,26,48,"LM, CAM",MIDFIELDER
E. Hansson,23,172,68,69,76,78,59,65,73,34,51,"LM, RM",MIDFIELDER
S. Popov,30,186,77,69,69,71,49,63,62,66,74,RB,DEFENDER
Ji Xiang,31,185,75,69,69,70,58,71,65,65,72,"RB, RM",DEFENDER
Jiang Zhipeng,32,178,75,69,69,75,57,69,67,64,66,"LB, LM, LWB",DEFENDER
G. Lloris,25,191,87,69,72,45,36,50,55,69,72,CB,DEFENDER
L. Chávez,25,178,73,69,74,68,65,70,71,62,57,"CM, RM",MIDFIELDER
A. Tello,24,181,80,69,74,85,58,68,73,61,81,"CM, LM",MIDFIELDER
B. Schmitz,26,182,75,69,72,60,50,63,64,69,70,"RB, CB",DEFENDER
Han Seok Jong,28,184,72,69,69,65,49,63,63,64,73,"CDM, CM",MIDFIELDER
Auro,25,168,61,69,71,71,50,65,72,64,63,"RB, LB, CDM",DEFENDER
A. Kara,28,186,84,69,70,61,69,66,66,65,81,"CDM, CM",MIDFIELDER
D. Rotariu,25,180,72,69,72,75,66,65,74,31,54,"CAM, RW",ATTACKER
C. Osmanpaşa,33,182,77,69,69,43,32,53,58,71,72,CB,DEFENDER
F. Bonazzoli,24,182,79,69,76,70,68,53,68,28,59,ST,ATTACKER
J. Biada,28,179,76,69,69,70,73,62,69,35,67,"CAM, ST",ATTACKER
K. Vandendriessche,31,183,74,69,69,53,68,67,63,71,83,"CM, CDM",MIDFIELDER
G. Bettini,28,171,74,69,69,64,42,62,64,66,63,"RB, RWB",DEFENDER
F. Diédhiou,28,189,80,69,69,59,69,47,66,31,73,ST,ATTACKER
Gabriel,26,181,80,69,72,64,36,49,54,70,73,CB,DEFENDER
E. Taşdemir,25,176,70,69,71,82,59,65,73,62,60,"LB, LM",DEFENDER
J. Iglesias,32,171,69,69,69,56,59,68,65,65,62,"CDM, CAM",MIDFIELDER
R. Renner,27,182,69,69,69,82,61,64,68,62,63,LM,MIDFIELDER
R. García Guerreño,31,183,76,69,69,52,41,47,49,69,76,CB,DEFENDER
S. Grahovac,28,182,75,69,70,63,58,64,63,67,74,"CDM, CM",MIDFIELDER
R. Kongolo,23,187,78,69,75,72,55,59,66,66,78,"CDM, CM",MIDFIELDER
Juan Muñoz,25,179,79,69,74,64,72,54,69,21,66,"ST, CAM",ATTACKER
N. Breitenbruch,25,178,76,69,72,74,40,59,65,68,76,"CB, RB",DEFENDER
M. Riquelme,32,179,60,69,69,86,68,52,65,24,70,"ST, LW",ATTACKER
R. Aguirre,26,186,77,69,72,76,72,54,65,23,65,"ST, RW, LW",ATTACKER
T. Ebuehi,25,187,72,69,72,88,40,53,65,64,72,RB,DEFENDER
L. Paganini,28,177,70,69,69,75,56,69,72,54,66,"CM, RM",MIDFIELDER
N. Stefanelli,26,166,71,69,71,88,67,59,75,33,69,"ST, CAM, CF",ATTACKER
T. Romanczuk,29,186,77,69,69,60,63,62,62,69,77,CDM,MIDFIELDER
A. Vilches,29,180,80,69,69,68,68,54,69,21,67,"ST, LW",ATTACKER
R. Neudecker,24,174,72,69,73,75,60,70,73,50,69,"CM, CAM, RM",MIDFIELDER
E. Ersoy,24,187,82,69,76,57,29,45,54,70,75,CB,DEFENDER
Li Lei,29,182,75,69,69,75,43,65,64,67,73,LB,DEFENDER
Murilo Henrique,26,177,76,69,69,84,60,61,70,46,70,"LM, CAM",MIDFIELDER
Miguel Cardoso,27,176,76,69,69,76,64,65,72,39,55,"LW, RW, ST",ATTACKER
Tiago,31,191,89,69,69,49,45,45,42,67,78,CB,DEFENDER
K. Narey,26,180,75,69,69,86,62,63,70,59,73,"RB, RM",DEFENDER
M. Thychosen,24,178,75,69,73,79,52,61,68,64,75,"RB, CB",DEFENDER
B. Thompson,25,171,78,69,72,69,60,64,72,64,77,"CM, CAM",MIDFIELDER
J. Hendry,26,194,88,69,73,70,59,52,62,67,78,CB,DEFENDER
K. Palmer,24,175,68,69,74,73,63,66,73,42,60,"CAM, LM, RM",ATTACKER
C. Bedia,25,190,74,69,74,76,67,51,65,33,75,ST,ATTACKER
O. Albornoz,25,185,78,69,72,76,59,63,67,51,68,"LM, LB, LW",MIDFIELDER
M. Bader,24,176,73,69,74,69,34,56,66,66,65,"RB, RM",DEFENDER
B. Rovira,24,177,80,69,73,57,57,64,62,70,74,CDM,MIDFIELDER
R. Raveloson,24,182,73,69,73,73,62,66,70,67,71,"CM, CB",MIDFIELDER
A. Fontana,25,174,70,69,74,74,68,52,69,31,66,ST,ATTACKER
M. Duelund,24,178,74,69,75,73,66,68,72,42,67,"CAM, LW, RW",ATTACKER
F. Romagna,24,186,75,69,76,52,32,51,57,72,62,CB,DEFENDER
Javi Muñoz,26,175,69,69,72,70,63,68,70,61,65,"CM, CAM, CDM",MIDFIELDER
J. Dehm,25,181,73,69,72,81,49,62,67,64,65,"RB, RM",DEFENDER
J. Jones,29,180,73,69,69,78,58,67,71,62,72,"LB, LM",DEFENDER
S. Davis,28,183,75,69,69,70,57,69,69,67,77,"CM, CDM, CAM",MIDFIELDER
R. García,32,183,79,69,69,45,35,52,53,70,73,CB,DEFENDER
N. Mazzola,31,188,83,69,69,50,70,57,65,36,81,ST,ATTACKER
M. Polster,28,183,77,69,69,50,47,64,64,65,78,"CDM, RB",MIDFIELDER
T. Parker,28,188,88,69,70,69,31,44,54,67,82,CB,DEFENDER
N. Rapp,24,186,81,69,76,57,38,56,58,70,71,"CDM, CB",MIDFIELDER
C. Arrieta,25,172,69,69,73,88,50,59,63,61,73,RB,DEFENDER
S. Spierings,25,187,83,69,73,56,54,68,72,52,67,"CM, CAM",MIDFIELDER
A. Donis,24,178,77,69,72,81,68,57,73,24,61,"ST, RM",ATTACKER
An Hyeon Beom,26,179,74,69,70,84,62,64,69,59,66,"RM, RB",MIDFIELDER
D. Barlaser,24,184,62,69,74,53,60,69,67,64,68,"CM, CDM",MIDFIELDER
T. Tekie,24,175,65,69,73,77,54,70,75,51,57,"CM, CDM",MIDFIELDER
M. Pouraliganji,29,187,83,69,69,69,57,61,68,69,73,"CB, CDM, CM",DEFENDER
L. Walsh,23,168,65,69,76,68,64,70,74,59,60,"CM, CDM",MIDFIELDER
C. Carter-Vickers,23,183,92,69,78,63,23,53,52,68,71,CB,DEFENDER
D. Cardoso,32,184,78,69,69,68,33,48,57,70,70,CB,DEFENDER
Raphael Guzzo,26,177,70,69,72,64,64,70,71,58,63,"CM, LM",MIDFIELDER
Javi Jiménez,25,171,70,69,74,86,34,62,70,64,70,"LB, LWB, LM",DEFENDER
D. Wouters,24,191,81,69,74,47,36,58,60,67,75,"CDM, CM, LB",MIDFIELDER
J. Rassoul,25,187,81,69,74,78,46,57,66,66,79,"CB, LB, RB",DEFENDER
J. Benítez,29,178,77,69,69,80,64,60,71,39,71,"LW, LM",ATTACKER
P. Köpke,25,176,75,69,72,75,69,60,70,32,62,"ST, RW, LW",ATTACKER
T. Skarke,24,180,70,69,72,85,66,60,70,37,57,"RM, LM, RWB",MIDFIELDER
A. Zhirov,30,193,88,69,69,57,30,42,42,70,75,CB,DEFENDER
S. Gartenmann,24,185,83,69,74,60,33,55,57,68,77,CB,DEFENDER
C. Martínez,28,170,70,69,69,89,67,61,70,26,78,"LW, LM, ST",ATTACKER
A. Calabresi,25,186,75,69,73,53,31,58,63,70,71,"RB, CB",DEFENDER
A. Ćorić,24,176,68,69,74,67,65,69,72,40,57,"CAM, CM",ATTACKER
D. Baumgartner,24,187,72,69,73,67,35,52,51,69,74,"CB, RB",DEFENDER
O. Rodríguez,24,175,74,69,74,67,47,61,67,67,60,LB,DEFENDER
A. Bukia,26,173,65,69,70,81,60,57,75,36,51,"LM, ST",MIDFIELDER
A. Bardakcı,26,190,80,69,70,48,32,47,54,70,74,"CB, LB",DEFENDER
S. Stolze,26,180,76,69,72,84,64,63,73,29,58,"CAM, LM",ATTACKER
Anderson Lopes,27,185,82,69,69,89,69,60,67,30,77,"ST, CF, RW",ATTACKER
Leandro Silva,27,173,71,69,70,69,66,69,67,60,67,"CM, CDM",MIDFIELDER
Emerson Santos,26,184,75,69,73,74,59,50,58,70,71,CB,DEFENDER
Fredinho Mutto,29,178,78,69,69,70,46,65,55,64,73,LB,DEFENDER
Anselmo Meirás,25,177,75,69,69,66,44,58,54,68,66,RB,DEFENDER
Nosberto Vila,25,176,75,69,69,60,56,63,68,68,70,"RB, RWB, RM",DEFENDER
Charles de Breito,33,170,68,69,69,72,53,68,69,65,82,"CM, CDM",MIDFIELDER
Alson Botelho,21,180,73,69,69,61,46,55,62,72,67,CDM,MIDFIELDER
Jessé Ferdeira,29,181,80,69,69,65,53,64,57,68,69,LB,DEFENDER
Ataúlfo Anjos,29,186,76,69,69,72,54,59,67,69,74,RB,DEFENDER
Bruno Fagundeiro,21,169,69,69,69,65,66,70,70,55,60,"CAM, CM",ATTACKER
Emidio Hoffman,25,188,79,69,69,50,53,56,55,70,72,"CB, RB",DEFENDER
Césario Limberg,25,191,87,69,69,56,50,57,49,70,72,CB,DEFENDER
Weilson Leal,33,181,74,69,69,75,68,64,70,36,65,"LM, CAM",MIDFIELDER
Roldão Riso,29,177,78,69,69,65,50,69,63,70,68,"CDM, CB",MIDFIELDER
Hedson Porfírio,25,178,74,69,69,77,57,72,68,36,49,"LW, LM, CAM",ATTACKER
Diogildo Peixe,21,181,71,69,69,72,65,65,75,25,58,"CAM, ST",ATTACKER
Sandro Maceira,29,178,74,69,69,70,65,71,70,46,63,CAM,ATTACKER
Adão Salvadaldo,25,174,69,69,72,72,73,51,75,26,51,"ST, LW",ATTACKER
Sevinho Santos,21,180,75,69,69,64,66,54,70,31,61,"ST, CF",ATTACKER
Kaio Figueiras,29,177,71,69,69,69,51,65,66,64,66,"LB, LM",DEFENDER
A. Al Malki,26,174,70,69,72,74,60,65,68,69,77,"CM, CDM",MIDFIELDER
Lucas Taylor,26,176,69,69,72,83,62,61,70,62,59,RB,DEFENDER
J. Clarke-Salter,23,188,70,69,76,67,33,50,44,72,71,CB,DEFENDER
José Machín,24,184,74,69,74,64,56,69,71,54,63,"CM, CAM, CF",MIDFIELDER
Pedro Pereira,23,185,72,69,77,72,39,66,71,69,61,RM,MIDFIELDER
R. Holgado,26,178,85,69,72,70,71,56,67,30,66,ST,ATTACKER
P. Ghiglione,24,191,80,69,75,76,52,65,69,65,62,"RM, RB",MIDFIELDER
Fafà Picault,30,173,64,69,69,86,66,62,71,40,49,"LM, ST, RM",MIDFIELDER
P. Erras,26,196,87,69,72,33,42,61,48,68,72,"CDM, CB",MIDFIELDER
D. Črnigoj,25,185,70,69,71,71,59,68,69,37,64,"RM, LM, RW",MIDFIELDER
E. Saavedra,25,173,66,69,73,73,56,56,63,64,54,"RB, CM, CAM",DEFENDER
José Amo,23,181,75,69,78,62,38,53,61,69,70,"CB, CDM",DEFENDER
F. Bandinelli,26,180,74,69,72,72,67,67,69,63,65,CM,MIDFIELDER
A. Soto,27,177,73,69,69,77,46,62,70,63,73,"LB, CB",DEFENDER
F. Reese,23,187,80,69,74,83,63,65,68,40,75,"LW, RW, ST",ATTACKER
A. Peñaranda,24,185,83,69,74,74,67,65,73,36,60,"ST, LM",ATTACKER
K. Davis,23,191,75,69,75,65,65,53,67,42,80,ST,ATTACKER
J. Hoogma,23,190,81,69,76,55,29,51,58,69,72,CB,DEFENDER
F. Tingager,28,198,94,69,70,41,25,49,49,69,77,CB,DEFENDER
Kim Gun Hee,26,186,79,69,72,78,67,54,69,37,77,"ST, RW",ATTACKER
F. Mayembo,25,184,88,69,73,46,38,45,49,68,81,CB,DEFENDER
S. Ugarković,26,179,71,69,70,70,46,62,67,65,75,"CDM, CM",MIDFIELDER
N. Ramírez,24,182,80,69,78,57,36,50,58,70,69,CB,DEFENDER
C. Martins,24,187,80,69,75,57,54,62,63,67,76,"CDM, CM",MIDFIELDER
J. Ríos,29,173,67,69,69,66,54,61,63,68,75,"CDM, CM",MIDFIELDER
Daniel dos Anjos,25,183,73,69,74,65,70,50,67,22,62,ST,ATTACKER
K. Hachisuka,30,180,76,69,69,72,42,63,62,65,75,"RB, RM, LB",DEFENDER
H. Okuno,31,171,68,69,69,71,70,69,69,54,73,"CM, CF, ST",MIDFIELDER
Y. Ideguchi,24,171,71,69,73,71,61,67,65,63,73,"CM, CDM",MIDFIELDER
Oh Jae Suk,31,176,73,69,69,60,35,58,66,69,70,"RB, LB",DEFENDER
L. Comas,26,172,70,69,70,85,60,60,69,25,43,"LM, RW, RM",MIDFIELDER
J. Stage,24,185,83,69,73,72,63,67,69,66,77,CM,MIDFIELDER
Y. Yoshida,31,167,72,69,69,76,48,65,66,64,70,"LB, RB",DEFENDER
S. Colombatto,24,179,71,69,74,65,58,69,68,60,71,"CM, CDM",MIDFIELDER
K. Endo,23,175,66,69,74,76,54,64,69,47,61,"LM, LW",MIDFIELDER
H. Kawabe,25,178,70,69,72,80,64,67,69,65,69,"CM, CDM",MIDFIELDER
F. Mac Allister,25,176,71,69,74,68,47,66,70,66,64,"CDM, CM",MIDFIELDER
L. Gómez,25,163,66,69,74,77,60,63,71,63,65,"RB, CM, RM",DEFENDER
M. Muheim,23,182,77,69,76,73,55,65,65,65,67,"LB, LM",DEFENDER
R. Ogawa,24,183,78,69,74,79,55,62,64,62,77,"LB, RB",DEFENDER
T. Yonemoto,30,177,70,69,69,64,56,63,63,67,73,"CDM, CM",MIDFIELDER
K. Mizunuma,31,176,72,69,69,64,62,69,67,39,66,RM,MIDFIELDER
R. Nagaki,33,173,72,69,69,54,56,68,67,68,68,"CDM, CM, RB",MIDFIELDER
T. Iwanami,27,186,72,69,71,66,24,55,50,68,73,CB,DEFENDER
C. Monschein,28,178,74,69,69,85,68,52,69,22,69,ST,ATTACKER
N. Fujita,34,175,72,69,69,52,59,69,70,64,71,"CM, CDM",MIDFIELDER
T. Kunimoto,23,174,70,69,76,79,64,70,75,43,69,"CM, LM, ST",MIDFIELDER
S. Inagaki,29,175,70,69,69,71,65,66,68,64,73,"CDM, CM",MIDFIELDER
J. Torres,24,165,60,69,74,85,61,62,77,35,52,"CF, RM",ATTACKER
M. Hartel,25,177,68,69,72,65,63,68,76,36,60,CM,MIDFIELDER
R. Harakawa,27,175,72,69,69,83,66,69,71,60,69,CM,MIDFIELDER
S. Kurumaya,29,178,75,69,69,79,57,64,62,63,72,"LB, CB, RB",DEFENDER
V. Henry,27,178,73,69,70,77,61,63,70,62,68,"RWB, RB",DEFENDER
J. Glesnes,27,188,84,69,72,54,55,56,59,67,78,CB,DEFENDER
N. Sarenren Bazee,24,183,80,69,72,75,61,64,74,29,47,RM,MIDFIELDER
B. Atik,26,170,73,69,71,75,62,63,74,39,53,"CAM, CF, LW",ATTACKER
Pomares,28,182,71,69,69,75,53,59,60,64,76,"LB, LM",DEFENDER
R. Bormuth,25,190,87,69,73,72,25,38,49,70,74,CB,DEFENDER
Thiago Martins,26,185,76,69,72,76,35,55,58,69,72,CB,DEFENDER
N. Leguizamón,26,180,73,69,72,71,68,59,69,30,71,ST,ATTACKER
Júnior Morais,34,176,77,69,69,70,68,66,68,66,71,"LB, LWB",DEFENDER
L. Mühl,24,189,82,69,75,71,37,54,56,68,73,CB,DEFENDER
Caio Tafarell,29,183,76,69,69,64,54,62,56,68,71,CDM,MIDFIELDER
Allan Ardaújo,33,178,75,69,69,64,60,70,69,37,61,CAM,ATTACKER
Wilson Sosán,25,180,71,69,69,73,48,70,69,30,55,RM,MIDFIELDER
G. Maroni,22,175,70,69,79,76,55,66,76,43,55,"CAM, LW, LM",ATTACKER
B. Bese,27,188,84,69,69,80,52,56,64,62,79,"RB, RM",DEFENDER
Yan,22,175,69,69,78,68,64,64,69,21,54,"RM, RW",MIDFIELDER
Jaílson,25,187,74,69,72,70,54,60,64,69,76,"CB, CDM",DEFENDER
P. Sandler,24,190,82,69,77,63,39,62,68,70,66,CB,DEFENDER
S. Campo,25,177,70,69,72,72,63,71,71,39,57,CAM,ATTACKER
J. Attamah,27,180,80,69,72,65,47,57,56,69,76,"CDM, CB",MIDFIELDER
Martínez,28,188,80,69,70,44,36,51,53,69,72,CB,DEFENDER
E. Bohinen,22,189,81,69,79,67,60,67,70,66,69,CM,MIDFIELDER
N. Shipnoski,23,184,68,69,75,86,63,60,70,26,50,RM,MIDFIELDER
S. Owusu,25,168,66,69,72,91,64,59,74,35,53,"RM, LM",MIDFIELDER
A. Diakhaby,24,184,74,69,72,91,64,62,70,23,55,"RM, RW",MIDFIELDER
M. Besuschkow,24,187,81,69,74,41,56,66,67,64,73,"CDM, CM",MIDFIELDER
João Amaral,29,172,67,69,69,82,66,65,72,35,58,"CAM, RM, RW",ATTACKER
Y. Gomis,29,180,76,69,69,85,68,54,69,31,71,"ST, RM",ATTACKER
A. Androutsos,24,182,65,69,76,78,64,69,69,63,63,"RB, RWB, CM",DEFENDER
T. McIntyre,22,185,73,69,77,54,36,54,62,68,71,"CB, LB, CDM",DEFENDER
Y. Nogami,30,180,72,69,69,48,32,52,63,71,71,"CB, RB",DEFENDER
T. Ohgihara,29,185,74,69,69,67,54,63,67,66,75,"CDM, CM",MIDFIELDER
M. Rharsalla,27,182,77,69,69,82,67,63,71,37,61,"LM, CAM, ST",MIDFIELDER
Iban Salvador,25,170,72,69,72,82,67,62,71,28,65,"RM, ST, CM",MIDFIELDER
I. Torres,30,177,75,69,69,76,63,69,66,63,65,"LB, LM",DEFENDER
F. Venegas,22,178,70,69,78,68,54,65,63,68,69,"LB, CB",DEFENDER
D. Maresic,21,183,74,69,77,48,31,53,53,73,71,CB,DEFENDER
A. Sissako,23,186,78,69,75,70,54,64,69,66,75,"CDM, CM",MIDFIELDER
G. Gudiño,28,170,67,69,69,78,66,63,69,57,61,"RM, CM",MIDFIELDER
M. Saadane,29,187,75,69,70,59,49,59,61,66,81,"CB, CDM",DEFENDER
Daniel Mestrança,25,185,74,69,69,62,47,59,64,69,68,"LB, LM",DEFENDER
João Basso,24,187,74,69,78,55,50,55,57,71,65,"CB, CDM",DEFENDER
A. Santamaría,29,184,79,69,69,61,60,65,64,71,71,CB,DEFENDER
R. Sandoval,26,171,72,69,70,77,66,62,70,23,59,"LM, RM, RW",MIDFIELDER
Josema,25,184,81,69,76,60,35,53,52,69,71,"CB, LB",DEFENDER
Lasure,27,175,75,69,70,71,44,58,61,64,76,"LB, LM",DEFENDER
M. Bundu,24,188,77,69,73,85,63,65,69,42,65,"RW, ST, RM",ATTACKER
R. Glatzel,27,193,85,69,70,65,69,45,64,27,71,ST,ATTACKER
S. Shashoua,22,170,65,69,79,86,68,64,75,38,58,"ST, CAM, RM",ATTACKER
Pedro Marques,23,181,77,69,78,76,70,50,68,27,68,ST,ATTACKER
M. Zoch,23,169,64,69,78,89,58,63,73,23,45,RW,ATTACKER
D. Bamba,26,184,75,69,72,86,68,54,70,27,70,ST,ATTACKER
Y. Maleh,22,177,74,69,78,68,66,69,73,64,65,CM,MIDFIELDER
Bruno Wilson,24,191,80,69,77,51,30,45,49,70,75,CB,DEFENDER
M. Wilks,22,185,73,69,77,83,66,57,71,21,70,"RM, RW",MIDFIELDER
F. Diabaté,25,175,60,69,72,87,64,60,73,24,42,"RW, LW, CAM",ATTACKER
N. Lima,26,175,79,69,71,82,62,59,67,62,72,"RB, LB",DEFENDER
Cris Salvador,26,184,83,69,74,64,51,61,67,67,77,"CDM, CM, CB",MIDFIELDER
K. Baccus,23,176,67,69,72,71,52,60,69,66,68,"CDM, CM",MIDFIELDER
C. Ramirez,30,188,85,69,69,63,70,52,68,30,75,"ST, CAM",ATTACKER
F. Boya,25,190,88,69,75,46,56,64,64,64,86,"CDM, CM, CB",MIDFIELDER
D. Irandust,23,185,73,69,73,74,60,66,70,41,64,"CAM, RM",ATTACKER
C. Ndiaye,25,190,80,69,74,77,66,53,67,32,76,"ST, LW",ATTACKER
L. Abubakar,26,183,82,69,74,56,32,50,47,67,79,CB,DEFENDER
T. De Smet,23,182,65,69,77,70,47,60,60,66,70,"LB, LM, CB",DEFENDER
R. Koike,25,170,67,69,72,89,29,57,68,60,68,"RB, RM, LB",DEFENDER
Carlinhos Junior,26,174,71,69,70,87,68,64,71,28,66,"ST, CF, LW",ATTACKER
Paik Seung Ho,24,180,73,69,75,63,60,67,73,55,62,"CM, RW, LW",MIDFIELDER
C. Colmán,27,185,79,69,70,76,66,49,68,30,76,ST,ATTACKER
K. Nagato,26,173,73,69,71,74,52,67,64,64,76,LB,DEFENDER
N. Bajrami,22,179,68,69,80,74,59,67,70,57,64,"CAM, CM",ATTACKER
H. Miyazawa,32,182,72,69,69,53,56,66,65,68,71,"CDM, CB, CM",MIDFIELDER
T. Inukai,28,182,77,69,71,57,23,49,44,70,78,CB,DEFENDER
V. van Crooij,25,177,70,69,72,77,69,64,69,37,67,"RM, LM, CAM",MIDFIELDER
A. Dønnum,23,179,73,69,78,82,62,62,73,42,72,RW,ATTACKER
R. Matsuda,29,171,69,69,69,82,47,63,65,62,71,"RB, RM",DEFENDER
T. Edwards,22,175,76,69,77,76,42,62,63,63,74,"RB, CB, CDM",DEFENDER
R. Brewster,21,180,75,69,80,79,71,55,71,20,61,ST,ATTACKER
M. Spielmann,25,181,73,69,72,85,68,64,69,36,60,LM,MIDFIELDER
M. Johnston,22,176,66,69,80,86,65,63,72,29,48,"LM, RM",MIDFIELDER
S. Mai,27,195,91,69,70,41,56,48,51,67,82,CB,DEFENDER
M. Schröter,25,183,79,69,70,87,60,64,65,61,68,"RM, RB",MIDFIELDER
